00, 2
000, 7
1, 622
10, 41
100, 6
10058, 1
10059, 1
101, 3
10174, 1
10175, 1
10176, 1
10178, 1
10179, 1
10180, 1
102, 2
10227, 1
10246, 1
103, 2
10397, 1
104, 2
10405, 1
10409, 1
10435, 1
10436, 1
105, 2
10550, 1
10551, 1
10591, 1
106, 3
10630, 1
10635, 1
10636, 1
10637, 1
10640, 1
10641, 1
107, 2
108, 2
10855, 1
10856, 1
109, 2
10946, 1
10947, 1
10950, 1
10951, 1
10954, 1
10963, 1
10964, 1
10965, 1
10966, 1
10th, 4
11, 40
110, 3
111, 2
112, 2
113, 2
114, 2
115, 2
116, 2
117, 2
118, 2
119, 2
1195, 1
11th, 3
12, 55
120, 5
121, 2
122, 2
123, 2
124, 2
125, 14
126, 2
127, 2
128, 2
129, 2
12th, 6
13, 51
130, 2
1307, 1
131, 2
1315, 1
1317, 1
1318, 1
132, 2
133, 2
134, 2
135, 2
136, 2
137, 2
138, 2
139, 2
13th, 2
14, 69
140, 3
141, 2
142, 2
143, 2
1439, 1
144, 2
145, 3
1451, 1
146, 2
147, 2
148, 2
1484, 1
149, 2
14th, 5
15, 54
150, 5
151, 3
152, 2
153, 2
154, 2
155, 2
156, 2
157, 2
158, 2
159, 2
15th, 11
16, 47
160, 2
161, 2
162, 2
1627, 1
163, 2
164, 2
1643, 1
1644, 1
165, 3
166, 2
167, 2
168, 2
169, 2
16th, 5
17, 29
170, 2
171, 2
172, 2
173, 2
174, 2
1740, 1
175, 4
176, 2
177, 2
178, 2
179, 2
17th, 5
18, 36
180, 2
181, 2
1814, 1
182, 2
183, 2
184, 2
1845, 2
185, 2
186, 2
1860, 1
1861, 1
187, 2
188, 2
1880, 2
1882, 1
1886, 1
1887, 2
1888, 1
1889, 1
189, 2
1890, 2
1891, 1
1894, 1
1897, 2
1899, 1
18th, 3
19, 31
190, 2
1902, 1
1903, 1
1908, 1
1909, 2
191, 3
1911, 1
1912, 1
1915, 4
1919, 1
192, 2
1920, 1
1921, 2
1923, 2
1925, 1
1926, 2
1927, 4
1928, 1
1929, 2
193, 2
1930, 2
1931, 2
1932, 1
1934, 3
1935, 3
1936, 4
1937, 11
1938, 4
1939, 3
194, 2
1940, 2
1941, 2
1942, 29
1942resolution, 1
1943, 6
1944, 40
1945, 1504
1946, 8
1947, 7
1948, 5
1949, 1
195, 2
1950, 3
1952, 2
1953, 1
1954, 1
1955, 2
1957, 1
1959, 1
196, 2
1961, 1
1962, 4
1963, 2
1964, 1
1965, 1
1966, 1
1967, 2
1968, 1
1969, 1
197, 2
1979, 1
198, 2
199, 2
19th, 11
1addressees, 2
1akbar, 1
1at, 1
1author, 1
1economics, 1
1from, 1
1gandhijis, 1
1member, 1
1president, 1
1secretary, 1
1st, 2
1the, 2
1this, 1
1vide, 24
1who, 1
2, 378
20, 44
200, 7
201, 2
202, 2
203, 2
204, 2
205, 2
206, 2
207, 2
208, 2
209, 2
20th, 2
21, 26
210, 2
2106, 1
2107, 1
2108, 1
2109, 1
211, 2
212, 2
213, 3
2132, 1
214, 2
215, 2
216, 2
217, 2
218, 2
219, 2
21st, 4
22, 29
220, 2
221, 2
222, 2
223, 2
224, 2
225, 2
226, 2
227, 2
228, 2
229, 2
2298, 1
22nd, 3
23, 43
230, 2
231, 3
232, 3
233, 2
234, 2
235, 2
236, 2
237, 2
238, 2
239, 3
23rd, 1
24, 40
240, 2
241, 2
242, 2
243, 2
244, 2
245, 2
246, 2
247, 2
248, 2
249, 2
2490, 1
24th, 3
25, 41
250, 2
251, 2
2519, 1
252, 2
253, 2
254, 2
255, 2
256, 2
257, 2
258, 2
259, 2
25th, 6
26, 25
260, 3
261, 2
262, 2
263, 2
264, 2
265, 2
266, 2
267, 2
268, 2
269, 2
26th, 1
27, 40
270, 2
271, 2
2716, 1
272, 2
2721, 1
2724, 1
2727, 1
273, 2
274, 2
275, 2
276, 2
277, 2
278, 2
279, 3
27th, 3
28, 34
280, 2
281, 2
282, 2
283, 2
284, 2
285, 2
286, 2
287, 2
288, 2
289, 2
28th, 3
29, 500
290, 2
291, 2
292, 2
293, 2
294, 2
295, 2
296, 2
297, 2
298, 2
299, 2
29th, 2
2from, 1
2nd, 5
2practice, 1
2the, 1
2vide, 8
3, 185
30, 76
300, 3
3001, 1
301, 2
3016, 1
3017, 1
302, 2
303, 2
3034, 1
304, 2
305, 2
306, 2
3066, 1
