0, 270
00, 1
000, 46
008, 1
009, 1
025, 1
077, 1
081, 1
1, 615
10, 87
100, 10
101, 4
102, 2
10212, 1
103, 4
104, 2
105, 4
106, 2
107, 2
10713, 1
108, 3
109, 2
10th, 14
11, 308
110, 2
111, 2
11109, 1
112, 2
113, 2
114, 2
115, 2
116, 32
117, 3
1172, 1
11792, 1
118, 3
119, 3
12, 37
120, 4
121, 2
122, 2
123, 3
124, 3
125, 3
126, 3
127, 4
128, 3
129, 2
13, 28
130, 3
131, 2
132, 2
13298, 1
133, 2
13314, 1
13320, 1
1333, 1
13367, 1
13368, 1
13369, 1
13371, 1
13372, 1
13374, 1
13375, 1
13376, 1
13377, 1
13378, 1
13381, 1
134, 3
135, 2
136, 2
137, 2
138, 2
139, 2
13th, 8
14, 52
140, 3
1406, 1
141, 3
142, 3
143, 2
144, 2
145, 2
146, 2
147, 2
148, 2
149, 2
14900, 1
14th, 7
15, 43
150, 4
15005, 1
15006, 1
15008, 1
15010, 1
15012, 1
15014, 1
15015, 1
151, 3
15138, 1
15139, 1
152, 3
15295, 1
153, 2
15324, 1
15327, 1
15329, 1
15335, 1
15336, 1
15337, 1
15339, 1
15346, 1
15349, 1
15351, 1
15352, 1
15353, 1
15354, 1
15355, 1
15372, 1
15374, 1
15379, 1
15392, 1
154, 3
155, 2
156, 2
157, 2
158, 2
159, 2
15th, 11
15thinstant, 1
16, 19
160, 2
1603, 1
1604, 1
161, 3
16105, 1
162, 3
163, 2
164, 2
165, 2
166, 2
167, 3
168, 2
169, 2
16th, 5
17, 24
170, 3
171, 2
172, 2
173, 3
174, 3
175, 5
176, 2
177, 2
1776, 1
1777, 1
1778, 1
1779, 1
178, 2
1780, 1
1781, 1
1782, 1
1783, 1
1784, 1
1785, 1
1786, 1
1787, 1
1788, 1
1789, 1
179, 4
1790, 1
17th, 14
18, 35
180, 3
181, 2
182, 2
183, 2
184, 3
185, 2
186, 2
1861, 1
187, 3
188, 2
1889, 2
189, 2
1890, 1
1891, 1
1893, 1
18th, 8
19, 8
190, 3
1901, 2
1904, 1
191, 2
1915, 4
1916, 1
1919, 2
192, 2
1920, 5
1921, 11
1922, 1
1923, 4
1924, 1
1927, 3
1928, 14
1929, 1198
1929achanta, 1
1929anakapalli, 1
1929anantavaram, 1
1929bhimlipatam, 1
1929chagallu, 1
1929etikoppaka, 1
1929gunturu, 1
1929kavuru, 1
1929kolamuru, 1
1929munagapadu, 1
1929penumantra, 1
1929potunuru, 1
1929senivarapeta, 1
193, 2
1930, 5
194, 2
195, 2
196, 4
197, 4
198, 2
199, 2
19th, 5
1are, 1
1bhagavad, 2
1i, 1
1st, 17
1vide, 33
1work, 1
2, 358
20, 18
200, 9
201, 4
2019, 1
202, 3
203, 2
204, 2
205, 2
206, 2
207, 2
208, 2
209, 2
20th, 1
21, 49
210, 2
211, 3
212, 2
2122, 1
213, 2
214, 2
215, 2
2155, 1
2156, 1
216, 2
217, 2
218, 3
219, 2
21st, 4
22, 14
220, 3
221, 3
222, 2
223, 4
224, 2
225, 3
226, 2
227, 2
228, 2
229, 2
