0, 739
00, 2
000, 142
008, 1
032, 1
049, 1
058, 1
080, 1
090, 1
1, 928
10, 145
100, 34
101, 2
102, 3
103, 2
104, 2
105, 2
106, 3
107, 2
108, 2
109, 2
10klip, 1
10s, 11
10th, 6
11, 95
110, 3
111, 2
112, 2
113, 4
114, 2
1140, 1
1145, 1
115, 2
116, 2
117, 2
118, 2
119, 3
1192, 1
11d, 3
11newcastle, 1
11s, 1
11th, 9
12, 84
120, 9
121, 1
122, 2
123, 1
124, 1
125, 1
126, 1
127, 1
128, 2
129, 2
12alexandra, 1
12handkerchiefs, 1
12th, 5
13, 35
130, 2
131, 1
1310, 1
132, 3
133, 1
134, 1
1340, 1
135, 1
136, 1
137, 1
138, 1
139, 1
13alfred, 1
13th, 9
14, 48
140, 2
141, 4
142, 1
143, 3
144, 1
145, 1
146, 2
147, 1
148, 3
149, 2
14s, 3
14th, 9
15, 44
150, 9
151, 3
152, 5
153, 4
154, 1
1545, 1
155, 2
156, 2
157, 1
158, 1
159, 1
15s, 1
15th, 8
16, 41
160, 2
161, 1
162, 1
163, 1
164, 1
165, 1
166, 2
167, 1
168, 2
169, 2
16th, 7
17, 24
170, 1
171, 1
172, 1
173, 1
174, 1
1746, 2
175, 2
176, 1
177, 1
178, 1
179, 8
17th, 10
18, 27
180, 1
181, 3
1816, 1
182, 1
1822, 1
1824, 1
1825, 1
1826, 1
1827, 1
183, 1
1832, 1
1833, 3
1836, 1
1837, 1
1838, 1
184, 1
1840, 1
1842, 1
1844, 1
1845, 1
1847, 1
1848, 1
185, 1
1850, 1
1851, 1
1853, 1
1854, 1
1858, 16
1858which, 1
1859, 2
186, 1
1860, 2
1861, 5
1862, 1
1867, 1
1868, 1
1869, 1
187, 2
1871, 1
1873, 1
1877, 3
188, 2
1880, 1
1881, 3
1882, 5
1883, 2
1884, 250
1885, 18
1886, 7
1887, 4
1888, 26
1889, 8
189, 6
1890, 6
1891, 36
1892, 8
1893, 43
1894, 121
1895, 110
1896, 352
1897, 5
1899, 1
18only, 1
18s, 1
18th, 3
19, 24
190, 1
1900, 2
1901, 2
1902, 2
1903, 1
1906, 2
1909, 3
191, 1
1910, 1
1914, 1
1915, 1
1917, 2
1918, 1
192, 2
1920, 2
1925, 1
193, 1
1933, 1
1936, 1
194, 2
1943, 1
195, 1
